Key,SourceString,Context
"CID_Food_Drink_ChichaMorada_T04_ItemDescription","Добыто у бесжалостных аборигенов, приправлено жуткими легендами, выпито… очень быстро\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_ChichaMorada_T04_ItemName","Чича морада",""
"CID_Food_Drink_Coconana_T01_ItemDescription","Освежающий напиток, приготовленный из кокосового молока и спелых бананов. Утоляет жажду и придает сил для долгих сражений под палящим солнцем.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_Coconana_T01_ItemName","Кокосовое молоко с бананом",""
"CID_Food_Drink_Coconana_T01_VanityText","Глоток райского наслаждения.",""
"CID_Food_Drink_CocoPeanut_T02_ItemDescription","Этот целебный напиток сочетает в себе кокосовое молоко, мякоть алоэ и хрустящие жареные орехи.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_CocoPeanut_T02_ItemName","Освежающий напиток с орехами",""
"CID_Food_Drink_CocoPeanut_T02_VanityText","Орехи в соке? Несусветная ересь!\r\n— святой отец Игнасио",""
"CID_Food_Drink_Coffee_T03_ItemDescription","Универсальное человеческое топливо. Позволяет протянуть еще пару часов после заката... и не застрелиться с утра.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_Coffee_T03_ItemName","Кофе",""
"CID_Food_Drink_Coffee_T03_VanityText","Любовь как кофе: может быть сладкой, может быть горькой, но в больших дозах смертельно опасна.\r\n— доктор Гален Скелтон",""
"CID_Food_Drink_CoffeeBanana_T03_ItemDescription","Для максимального раскрытия вкуса лучше использовать кофе, поставляемый из испанских колоний Южной Америки, и только спелые бананы.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_CoffeeBanana_T03_ItemName","Кофе с бананом",""
"CID_Food_Drink_CoffeeBanana_T03_VanityText","Изысканное извращение для истинных ценителей.\r\n— сэр Гектор Мейфилд, глава экспедиции Британской Ост-Индской компании в Вест-Индии",""
"CID_Food_Drink_IcacoCoco_T03_ItemDescription","Легкий напиток с пряным вкусом. Позволяет дольше убегать от крокодилов по топям.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_IcacoCoco_T03_ItemName","Пряный болотный сок",""
"CID_Food_Drink_IcacoCoco_T03_VanityText","Одни говорят, что он исцеляет усталось, другие – что пробуждает дьявола в крови. Истина, как всегда, где-то посередине.",""
"CID_Food_Drink_SourTomato_T02_ItemDescription","Ярко-красный напиток, приготовленный из спелых томатов.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_SourTomato_T02_ItemName","Освежающий томатный сок",""
"CID_Food_Drink_SourTomato_T02_VanityText","Вкус – на любителя, цвет и запах – тоже. С солью и ромом должно быть получше.",""
"CID_Food_Drink_SweetLime_T02_ItemDescription","Кисло-сладкий напиток, приготовленный из свежевыжатого лаймового сока и тростникового сахара.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Drink_SweetLime_T02_ItemName","Сладкий сок лайма",""
"CID_Food_Drink_SweetLime_T02_VanityText","Слишком сладкий для боцмана, слишком кислый для кока, но для юнги в самый раз.",""
"CID_Food_Raw_Banana_T01_ItemDescription","Сладкий плод. Растет в Прибрежных Джунглях.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Banana_T01_ItemName","Банан",""
"CID_Food_Raw_Coconut_T01_ItemDescription","Можно найти на пляже и на пальмах вдоль пляжа в Прибрежных Джунглях.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Coconut_T01_ItemName","Кокос",""
"CID_Food_Raw_Corn_T02_ItemDescription","Свежая кукуруза. Ее можно толочь, жарить, варить, мариновать, запекать, добавлять в другие блюда... и это даже не полный список.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Corn_T02_ItemName","Кукуруза",""
"CID_Food_Raw_Grapes_T04_ItemName","Виноград",""
"CID_Food_Raw_Icaco_T03_ItemDescription","Болотная слива. Растет, как нетрудно догадаться, в Болотах.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Icaco_T03_ItemName","Икако",""
"CID_Food_Raw_Lime_T02_ItemDescription","Растет в Предгорьях.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Lime_T02_ItemName","Лайм",""
"CID_Food_Raw_Lime_T02_VanityText","Лучшее средство от цинги.",""
"CID_Food_Raw_Pepper_T01_ItemDescription","Крупные хрустящие перцы, которые используют в качестве приправы в различных рецептах. С ними вкус блюд становится богаче и острее. Главное -- знать меру.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Pepper_T01_ItemName","Кайенский перец",""
"CID_Food_Raw_Pepper_T01_VanityText","Жжется как яд морской ведьмы.",""
"CID_Food_Raw_Pineapple_T04_ItemName","NOT USED Pineapple",""
"CID_Food_Raw_Tomato_T02_ItemDescription","Сочные красные томаты легко найти в Предгорьях. Древние цивилизации культивировали их с давних времен.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Raw_Tomato_T02_ItemName","Томат",""
"CID_Food_Raw_Tomato_T02_VanityText","Ядовитые, не ядовитые... Раз жевать можно – сойдет!\r\n— всегда голодный капитан Томас Ричардс",""
"CID_Food_Raw_UmbraFruit_T03_ItemDescription","Можно найти в болотах.",""
"CID_Food_Raw_UmbraFruit_T03_ItemName","Дурманящий плод	",""
"CID_Food_Rum_Bottle_T03_ItemDescription","Лучшая приправа для любого пиратского блюда. Можно найти у пиратов.",""
"CID_Food_Rum_Bottle_T03_ItemName","Бутылка рома",""
"CID_Food_Rum_Bottle_T03_VanityText","Сегодня закончился ром. Команда несколько протрезвела... У нас чертовский беспорядок! Негодяи пытались устроить заговор...\r\n— Эдвард Тич",""
"CID_Food_Second_BaconAndEggs_T01_ItemDescription","Сытный завтрак, приготовленный из свежих яиц и копченого бекона, — идеальное начало дня на райском архипелаге.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_BaconAndEggs_T01_ItemName","Яичница с беконом",""
"CID_Food_Second_BaconAndEggs_T01_VanityText","Редкий завтрак для моряка. Особенно в море.",""
"CID_Food_Second_BirdOnPotato_T01_ItemDescription","Очень сытное пряное блюдо, приготовленное из мяса с острыми специями и бататом. Согревает и придает сил.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_BirdOnPotato_T01_ItemName","Острая \""курица\"" с бататом",""
"CID_Food_Second_BirdOnPotato_T01_VanityText","Один укус – и в груди разгорится пламя, а усталость сгорит дотла. Возможно, вместе с гортанью.",""
"CID_Food_Second_Crab_T01_ItemDescription","Простой, но изысканный деликатес.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_Crab_T01_ItemName","Вареный краб",""
"CID_Food_Second_Crab_T01_VanityText","Пять минут назад он бегал по берегу...",""
"CID_Food_Second_FishAndTostones_T02_ItemDescription","Рыба с дважды обжаренными до золотистого цвета ломтиками бананов. Привычное блюдо на островах Карибского моря.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_FishAndTostones_T02_ItemName","Рыба с тостонес",""
"CID_Food_Second_FishAndTostones_T02_VanityText","Когда ты на суше, рыба и бананы – просто еда. Когда ты в море, это королевский пир.",""
"CID_Food_Second_MeatSalad_T02_ItemDescription","Идеальное блюдо, когда есть немножечко того, немножечко сего и еще чуть-чуть этого. Одна беда – сначала надо как следует погоняться за ингредиентами.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_MeatSalad_T02_ItemName","Мясной салат",""
"CID_Food_Second_MeatSalad_T02_VanityText","Сами свою траву ешьте! А мне дайте мяса!",""
"CID_Food_Second_Potatoshrooms_T03_ItemDescription","Этот рецепт прост в приготовлении и легко утоляет голод. Главное не перепутать грибы.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_Potatoshrooms_T03_ItemName","Фасоль с грибами и бататом",""
"CID_Food_Second_Potatoshrooms_T03_VanityText","Приготовить вкусную еду несложно: достаточно свежих овощей и уверенности, что завтра мы еще будем живы.\r\n— корабельный кок \""Одноглазый\"" Аксель",""
"CID_Food_Second_ReptileInSwampSauce_T03_ItemDescription","Обед настоящего охотника: завалил крокодила – сожрал крокодила, залив жесткое мясо смертельно-острой жижей.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_ReptileInSwampSauce_T03_ItemName","Мясо крокодила в болотном соусе",""
"CID_Food_Second_ReptileInSwampSauce_T03_VanityText","Хочешь знать, как выжить в дикой местности? Съешь того, кто пытался съесть тебя.",""
"CID_Food_Second_SeafoodPlatter_T03_ItemDescription","Свежие дары моря, символизирующие щедрость океана. Они надолго время позволяют забыть о голоде.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Second_SeafoodPlatter_T03_ItemName","Морское ассорти",""
"CID_Food_Second_SeafoodPlatter_T03_VanityText","Любимое блюдо ловеласов Тортуги.",""
"CID_Food_Skewer_Bird_T01_ItemDescription","На вкус как курятина.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_Bird_T01_ItemName","Острый шашлык в панировке",""
"CID_Food_Skewer_Bird_T01_VanityText","Настоящий моряк ест мясо с костра, пьет ром из бутылки и спит с ножом под подушкой.",""
"CID_Food_Skewer_Meat_T01_ItemDescription","Мясо с дымком.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_Meat_T01_ItemName","Мясо на палке",""
"CID_Food_Skewer_Meat_T01_VanityText","Идеальная еда, которая не требует вилки, ножа и манер.\r\n— \""Безрукий\"" Флинн, плотник",""
"CID_Food_Skewer_Meatshrooms_T03_ItemDescription","Сочные куски мяса, зажаренные на открытом огне, отличаются насыщенным вкусом и ароматом. Соус из лесных грибов придает мясу пикантность.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_Meatshrooms_T03_ItemName","Мясо в кислом грибном соусе",""
"CID_Food_Skewer_Meatshrooms_T03_VanityText","Один укус, чтобы набить желудок, два – для придания сил, три – и можно с голыми руками идти на акулу!\r\n— юнга Тоби, перед тем как прыгнуть за борт",""
"CID_Food_Skewer_Reptile_T03_ItemDescription","Съешь его, и почувствуешь, как силы дикой природы наполняют тело.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_Reptile_T03_ItemName","Мясо крокодила на палке",""
"CID_Food_Skewer_Reptile_T03_VanityText","Даже самые опасные существа могут однажды совершить ошибку.",""
"CID_Food_Skewer_SeafoodHarpoon_T02_ItemDescription","Вырабатывает терпение и силу воли.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_SeafoodHarpoon_T02_ItemName","Морской шашлык",""
"CID_Food_Skewer_SeafoodHarpoon_T02_VanityText","В случае неудачи не обвиняй рыбу.\r\n— третье правило рыболова",""
"CID_Food_Skewer_SpicyCrab_T01_ItemDescription","Эта приправленная специями и запеченная до золотистой корочки тварь утоляет голод и бодрит дух.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_SpicyCrab_T01_ItemName","Острый краб на палке",""
"CID_Food_Skewer_SpicyCrab_T01_VanityText","Если язык не онемел – значит, повар пожалел специй.",""
"CID_Food_Skewer_SpicyReptile_T03_ItemDescription","Tender croc meat and delicate striploin, marinated with leek and rare spices. A hearty meal to celebrate making it back to camp without ending up in a croc’s belly.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Skewer_SpicyReptile_T03_ItemName","Meaty Croc Kebab",""
"CID_Food_Skewer_SpicyReptile_T03_VanityText","No \""tick-tock\"" anymore.",""
"CID_Food_Soup_Bean_T03_ItemDescription","Густая мясная похлебка с фасолью возвращает силы даже после самой тяжелой вахты.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_Bean_T03_ItemName","Фасолевая похлебка",""
"CID_Food_Soup_Bean_T03_VanityText","В море есть три вещи, которым ты всегда рад: попутный ветер, полный кошель и миска горячей похлебки.",""
"CID_Food_Soup_BirdBroth_T01_ItemDescription","Прозрачный супчик, сваренный из мяса додо. Его подают больным, раненым... и морякам после бурной ночи в таверне.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_BirdBroth_T01_ItemName","Бульон из мяса додо",""
"CID_Food_Soup_BirdBroth_T01_VanityText","Манящий запах из кипящего котла вернул больше людей с того света, чем любая микстура.\r\n— корабельный кок \""Одноглазый\"" Аксель",""
"CID_Food_Soup_BrothWithPotato_T02_ItemDescription","Сытная похлебка, которую готовят, когда трюм полон запасов, а в рейде команда не дольше недели.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_BrothWithPotato_T02_ItemName","Сытный бульон с яйцом",""
"CID_Food_Soup_BrothWithPotato_T02_VanityText","Если на камбузе остался один батат, значит, скоро или порт, или бунт.\r\n— корабельный кок \""Одноглазый\"" Аксель",""
"CID_Food_Soup_Chowder_T02_ItemDescription","Густой рыбный суп, в который можно положить не только рыбу, но и все, что выловилось вместе с ней.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_Chowder_T02_ItemName","Чаудер",""
"CID_Food_Soup_Chowder_T02_VanityText","Вся не проданная за день рыба вечером отправляется в суп.",""
"CID_Food_Soup_Coconut_T01_ItemDescription","Сваренная на молоке тропических кокосов, эта густая похлебка напоминает о жарких берегах даже во время шторма.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_Coconut_T01_ItemName","Кокосовая похлебка",""
"CID_Food_Soup_Coconut_T01_VanityText","На вкус как райский остров, до которого мы никогда не доберемся.\r\n— штурман Билли \""Кривой Компас\""",""
"CID_Food_Soup_Gazpacho_T03_ItemDescription","Традиционное блюдо андалусской кухни. Легкий холодный суп из перетертых в пюре свежих овощей.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_Gazpacho_T03_ItemName","Гаспачо",""
"CID_Food_Soup_Gazpacho_T03_VanityText","Гаспачо завезли на Карибы испанцы вместе с христианством и оспой.",""
"CID_Food_Soup_TomatoCrab_T02_ItemDescription","Этот густой суп, сваренный из свежевыловленного краба и спелых томатов, одинаково хорош и для голодного моряка, и для богатого торговца.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Soup_TomatoCrab_T02_ItemName","Крабовый суп с кусочками томатов",""
"CID_Food_Soup_TomatoCrab_T02_VanityText","Его аромат собирает всю команду у котла быстрее, чем крик \""земля на горизонте!\"".",""
"CID_Food_Sweet_CakeIcaco_T03_ItemDescription","Нежный и ароматный пирог, чьи ингредиенты стоят как полгалеона и мортира в придачу.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Sweet_CakeIcaco_T03_ItemName","Болотный пирог",""
"CID_Food_Sweet_CakeIcaco_T03_VanityText","...А услуги повара – еще полгалеона.",""
"CID_Food_Sweet_CakePeanut_T03_ItemDescription","Редкое лакомство, которому слива придает свежий сладковатый аромат, а орехи – сытности.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Sweet_CakePeanut_T03_ItemName","Ореховый пирог",""
"CID_Food_Sweet_CakePeanut_T03_VanityText","Хрустя орехами, берегите зубы!",""
"CID_Food_Sweet_CornRoll_T02_ItemDescription","Насыщеный рулет с нежным ореховым вкусом.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Sweet_CornRoll_T02_ItemName","Ореховый рулет",""
"CID_Food_Sweet_CornRoll_T02_VanityText","Оставляет после себя приятное послевкусие, как память о былых приключениях.",""
"CID_Food_Sweet_CupcakeBanana_T02_ItemDescription","Сладкий и сочный кекс, приготовленный из спелых бананов.\r\n\r\nУвеличивает максимальное ХП\r\nДействует {0} минут",""
"CID_Food_Sweet_CupcakeBanana_T02_ItemName","Банановый кекс",""
"CID_Food_Sweet_CupcakeBanana_T02_VanityText","Из гнилых бананов выходит не очень вкусно.",""
"CID_Food_Sweet_PineapplePie_T04_ItemDescription","NOT USED Pineapple Pie",""
"CID_Food_Sweet_PineapplePie_T04_ItemName","NOT USED Pineapple Pie",""
"CID_Misc_CultistNoteBlood_T02_ItemDescription","Когда-то это была карта сокровищ, но время и море ее не пощадили\r\n",""
"CID_Misc_CultistNoteBlood_T02_ItemName","Обрывок старой карты",""
"CID_Misc_Fish_Large_GiantMackerel_T01_ItemDescription","Гигант среди рыб, ее зеленая чешуя сверкает как изумруд. Говорят, один такой улов может прокормить целую команду!\r\n\r\nCought in deep waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Large_GiantMackerel_T01_ItemName","Гигантская скумбрия",""
"CID_Misc_Fish_Large_GiantMackerel_T01_VanityText","One fish to feed them all.",""
"CID_Misc_Fish_Large_GreatBarracuda_T01_ItemDescription","Этот исполин прячется на глубине, нападая молниеносно и безжалостно. Моряки рассказывают, что даже небольшие лодки переворачивались от ее яростного рывка.\r\n\r\nCought in deep waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Large_GreatBarracuda_T01_ItemName","Большая барракуда",""
"CID_Misc_Fish_Large_GreatBarracuda_T01_VanityText","The one that got away… before it even bit.",""
"CID_Misc_Fish_Medium_EmeraldBluefish_T01_ItemDescription","Луфарь отливает глубокими зелеными оттенками словно морская волна в ясный день.\r\n\r\nCought in deep waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Medium_EmeraldBluefish_T01_ItemName","Изумрудный луфарь",""
"CID_Misc_Fish_Medium_EmeraldBluefish_T01_VanityText","It’s not easy being green.",""
"CID_Misc_Fish_Medium_RedSnapper_T01_ItemDescription","Его чешуя пылает словно вспышка огня из корабельной пушки.\r\n\r\nCought in deep waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Medium_RedSnapper_T01_ItemName","Красный окунь",""
"CID_Misc_Fish_Medium_RedSnapper_T01_VanityText","Red fish at night—sailor’s delight.",""
"CID_Misc_Fish_Small_BlueTang_T01_ItemDescription","Яркая синяя рыба с желтым хвостом, скользящая меж кораллов. Осторожно — ее хвост остр, как пиратский клинок!\r\n\r\nCought in shallow waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Small_BlueTang_T01_ItemName","Голубой хирург",""
"CID_Misc_Fish_Small_BlueTang_T01_VanityText","P. Sherman, 42 Piratebay Way, Tortuga.",""
"CID_Misc_Fish_Small_MoonAngelfish_T01_ItemDescription","Изящная и неспешная, она парит в воде словно альбатрос в чистом небе.\r\n\r\nCought in shallow waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Small_MoonAngelfish_T01_ItemName","Лунная рыба-ангел",""
"CID_Misc_Fish_Small_MoonAngelfish_T01_VanityText","Just keep swimming—even when the ocean has other plans.",""
"CID_Misc_Fish_Small_PinkWrasse_T01_ItemDescription","Красный, как ром, и зеленый, как глубинные водоросли.\r\n\r\nCought in shallow waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Small_PinkWrasse_T01_ItemName","Розовый губан",""
"CID_Misc_Fish_Small_PinkWrasse_T01_VanityText","Officially not a thingamabob.",""
"CID_Misc_Fish_Small_QueenAngelfish_T01_ItemDescription","Ее яркие цвета сверкают словно драгоценности в короне.\r\n\r\nCought in shallow waters.\r\n\r\nCan be processed into Fish Fillet.",""
"CID_Misc_Fish_Small_QueenAngelfish_T01_ItemName","Королевская рыба-ангел",""
"CID_Misc_Fish_Small_QueenAngelfish_T01_VanityText","It’s not easy being this fabulous.",""
