Key,SourceString,Context
"BuildingCategory_Name_StairsAndFences","Stairs and Fences",""
"BuildingCategory_Name_StairsAndFences_Stairs","Stairs",""
"BuildingCategory_Name_StairsAndFences_Fences","Fences",""
"BuildingCategory_Name_StairsAndFences_Handrails","Handrails",""
"BuildingCategory_Name_Lables","Storage Labels",""
"BuildingCategory_Name_Lables_Cloth","Cloth Labels",""
"BuildingCategory_Name_Lables_Wood","Wooden Labels",""
"Building_Lable_1","Label: Cooked food",""
"Building_Lable_2","Label: Food ingridients",""
"Building_Lable_3","Label: Clothing",""
"Building_Lable_4","Label: Weapons",""
"Building_Lable_5","Label: Alchemy",""
"Building_Lable_6","Label: Ore",""
"Building_Lable_7","Label: Wood",""
"Building_Lable_8","Label: Ship",""
"Building_Lable_9","Label: Treasure",""
"Building_Lable_10","Label: Trade",""
"Building_Lable_Description","Знак для хозяйственных капитанов, которые хотят помнить в каких сундуках какое сокровище припасено.",""
"Building_Ruins_Name","NOT USEDRuins",""
"Building_Fort_Name","NOT USEDFort",""
"Building_AshlandsFloor_Name","NOT USEDAshlands Floor",""
"Building_AshlandsWalls_Name","NOT USEDAshlands Walls",""
"Building_AshlandsRoofs_Name","NOT USEDAshlands Roofs",""
"Building_AshlandsPillars_Name","NOT USEDAshlands Pillars",""
"Building_AshlandsStairs_Name","NOT USEDAshlands Stairs",""
"Building_AshlandsWindows_Name","NOT USEDAshlands Windows",""
"Building_AshlandsDecorations_Name","NOT USEDAshlands Decorations",""
"Building_Test_Name","NOT USEDTest",""
"Building_PrototypeBuildingTier01_Name","NOT USEDPrototype Building Tier 01",""
"Building_ArchT01_AAE_A_Name","Уголок (прутья)","Арка 1x1"
"Building_ArchT01_AAE_A_Desc","Уголок из прутьев","Арка 1x1"
"Building_ArchT01_ABE_A_Name","Высокая арка из прутьев","Арка из жердей 1x2"
"Building_ArchT01_BAE_A_Name","Длинная арка из прутьев","Длинная арка из жердей 2x1"
"Building_RuinsPillar_AAA_01_Name","NOT USEDRuins Pillar 1","[dev] Столб маленькой колонны_01"
"Building_RuinsPillar_BBB_01_Name","NOT USEDRuins Cube  Pillar 1","[dev] Столб колонны_01"
"Building_RuinsPillar_BBB_02_Name","NOT USEDRuins Round Pillar 2","[dev] Столб колонны_02"
"Building_RuinsPillar_BBB_03_Name","NOT USEDRuins Simple Pillar 3","[dev] Столб колонны_03"
"Building_RuinsPillarDamage_BBB_01_Name","NOT USEDRuins Cube  Pillar Damage 1","[dev] Разбитый столб колонны_01"
"Building_RuinsPillarDamage_BBB_02_Name","NOT USEDRuins Pillar Round  Damage 2","[dev] Разбитый столб колонны_02"
"Building_RuinsPillarCap_BBB_01_Name","NOT USEDRuins Pillar Cap 1","[dev] Верхняя крышка колонны_01"
"Building_RuinsPillarCap_BBB_02_Name","NOT USEDRuins Pillar Cap 2","[dev] Верхняя крышка колонны_02"
"Building_RuinsWallCornice_AAA_01_Name","NOT USEDRuins Small Cornice","[dev] Карниз арки_03"
"Building_RuinsWallCornice_BBB_01_Name","NOT USEDRuins Cornice 1","[dev] Карниз арки_01"
"Building_RuinsWallCornice_BBB_02_Name","NOT USEDRuins Cornice 2","[dev] Карниз арки_02"
"Building_RuinsWallCorniceMiddle_BBB_01_Name","NOT USEDRuins Cornice Middle","[dev] Средняя деталь карниза_01"
"Building_RuinsWallCorniceCapL_BBB_01_Name","NOT USEDLeft Cap Cornice 1","[dev] Левая боковушка карниза_01"
"Building_RuinsWallCorniceCapL_R_AAA_01_Name","NOT USEDLeft\ Right Cap Small Cornice","[dev] Боковая сторона карниза_03"
"Building_RuinsWallCorniceCapL_BBB_02_Name","NOT USEDLeft Cap Cornice 2","[dev] Левая боковушка карниза_02"
"Building_RuinsWallCorniceCapR_BBB_01_Name","NOT USEDRight Cap Cornice 1","[dev] Правая боковушка карниза_01"
"Building_RuinsWallCorniceCapR_BBB_02_Name","NOT USEDRight Cap Cornice 2","[dev] Правая боковушка карниза_02"
"Building_RuinsWallCorniceCorner_BBB_01_Name","NOT USEDCorner Cornice 1","[dev] Угол поворота карниз_01"
"Building_RuinsWallCorniceCorner_BBB_02_Name","NOT USEDCorner Cornice 2","[dev] Угол поворота карниз_02"
"Building_RuinsWallCorniceCorner_BBB_03_Name","NOT USEDCorner Small Cornice","[dev] Угол поворота карниз_01"
"Building_RuinsArchCap_DBB_01_Name","NOT USEDRuins Arch Cap 1","[dev] Верхушка Арки руин_01"
"Building_RuinsArchCap_DBB_02_Name","NOT USEDRuins Arch Cap 2","[dev] Верхушка Арки руин_02"
"Building_RuinsArenaArch_DDB_01_Name","NOT USEDRuins Arena Arch 1","[dev] Верхушка Арки в арене_01"
"Building_RuinsMiddleArch_BBB_01_Name","NOT USEDRuins Middle Arch 1","[dev] Средняя деталь Арки в арене_01"
"Building_RuinsPillarArch_BBA_01_Name","NOT USEDRuins Pillar Arch 1","[dev] Колонна для Арки в арене_01"
"Building_RuinsArchPillar_BBB_01_Name","NOT USEDRuins Arch Pillar 1","[dev] Вариант колонны для арки_01"
"Building_RuinsArchPillar_BBB_02_Name","NOT USEDRuins Arch Pillar 2","[dev] Вариант колонны для арки_02"
"Building_DoorLT01_BCE_C_Name","Дверь из досок с окошком","Дверь из досок с окошком"
"Building_DoorLT01_BCE_B_Name","Дверь из досок с окошком",""
"Building_DoorLT01_CCE_C_Name","Двойная дверь из досок",""
"Building_DoorLT01_BCE_D_Name","Тюремная дверь","Тюремная дверь"
"Building_DoorLT01_BDE_A_Name","Створка ворот из досок","Створка ворот из досок"
"Building_DoorLT01_BDE_B_Name","Cтворка ворот из обработанных досок","Створка ворот из досок"
"Building_DoorLT01_BDE_C_Name","Ворота (бревна)",""
"Building_DoorLT01_CCE_B_Name","Дверь из досок с окошком","Двойные двери с окошком"
"Building_FloorT01_AEA_B_Name","NOT USEDPrison floor","Тюремный пол"
"Building_RuinsFloor_BEB_A_Name","NOT USEDCoast Jungle Ruins floor","[dev]Целостный пол руин"
"Building_RuinsFloor_BEB_B_Name","NOT USEDCoast Jungle Ruins floor cracked","[dev]Разбитый пол руин"
"Building_FloorTriangle_BEB_A_Name","NOT USEDRuins triangle floor","Треугольный пол руин"
"Building_PillarT01_AAE_A_Name","Большая балка из бревна 45°","Диагональная балка 45°"
"Building_PillarT01_AAG_A_Name","Балка (бревно)","Диагональная жердь 45°"
"Building_PillarT01_AAG_A_Desc","Балка из бревна 45°","Диагональная жердь 45°"
"Building_PillarT01_ABE_A_Name","Большая балка из бревна 64°","Диагональная балка 64°"
"Building_PillarT01_ABG_A_Name","Балка (бревно)","Диагональная жердь 64°"
"Building_PillarT01_ABG_A_Desc","Балка из бревна 64°","Диагональная жердь 64°"
"Building_PillarT01_AEE_A_Name","Малая балка из бревна","Горизонтальная балка"
"Building_PillarT01_AGG_A_Name","Балка (бревно)","Горизонтальная жердь"
"Building_PillarT01_AGG_A_Desc","Горизонтальная балка из бревна","Горизонтальная жердь"
"Building_PillarT01_AGG_B_Name","NOT USEDPrison beam","Тюремная жердь"
"Building_PillarT01_BAE_A_Name","Малая балка из бревна 26°","Диагональная балка 26°"
"Building_PillarT01_BAG_A_Name","Балка (бревно)","Диагональная жердь 26°"
"Building_PillarT01_BAG_A_Desc","Балка из бревна 26°","Диагональная жердь 26°"
"Building_PillarT01_EAE_B_Name","Большой столб из бревна","Декоративный столб"
"Building_PillarT01_FAF_A_Name","Столб","Столб"
"Building_PillarT01_FFF_A_Name","NOT USEDDecoration temp Item","Декоративная заглушка"
"Building_PillarT01_GAG_A_Name","Столб (бревно)","Вертикальная жердь"
"Building_PillarT01_GAG_A_Desc","Столб из бревна","Вертикальная жердь"
"Building_PillarT01_GAG_C_Name","Столб (прутья)",""
"Building_PillarT01_GAG_C_Desc","Столб из прутьев",""
"Building_PillarT01_ABG_C_Name","Балка (прутья)",""
"Building_PillarT01_ABG_C_Desc","Балка из прутьев 64°",""
"Building_PillarT01_AAG_C_Name","Балка (прутья)",""
"Building_PillarT01_AAG_C_Desc","Балка из прутьев 45°",""
"Building_PillarT01_BAG_C_Name","Балка (прутья)",""
"Building_PillarT01_BAG_C_Desc","Балка из прутьев 26°",""
"Building_PillarT01_AGG_C_Name","Балка (прутья)",""
"Building_PillarT01_AGG_C_Desc","Горизонтальная балка из прутьев",""
"Building_PillarT01_GAG_B_Name","NOT USEDPrison angle","Тюремный угол"
"Building_RoofCapT01_AAA_A_Name","Конёк крыши (листья)","Конёк крыши из листьев 45° (1x1)"
"Building_RoofCapT01_AAA_A_Desc","Конёк крыши из листьев 45°","Конёк крыши из листьев 45° (1x1)"
"Building_RoofCapT01_BEA_A_Name","Конёк крыши из листьев",""
"Building_RoofCapT01_ABA_A_Name","Конёк крыши из листьев 64°","Конёк крыши из листьев 64° (1x1)"
"Building_RoofCapT01_AEB_C_Name","Длинный конёк крыши (листья)",""
"Building_RoofCapT01_AEB_C_Desc","Длинный конёк крыши из листьев 26°",""
"Building_RoofCapT01_AEA_A_Name","Конёк крыши (листья)","Конёк крыши из листьев 26° (1x1)"
"Building_RoofCapT01_AEA_A_Desc","Конёк крыши из листьев 26°","Конёк крыши из листьев 26° (1x1)"
"Building_RoofCapT02_AEA_A_Name","Конёк крыши (солома)","Конёк крыши из соломы 26° (1x1)"
"Building_RoofCapT02_AEA_A_Desc","Конёк крыши из соломы 26°","Конёк крыши из соломы 26° (1x1)"
"Building_RoofCapT02_AEB_A_Name","Длинный конёк (солома)","Конёк крыши из соломы 26° (1x2)"
"Building_RoofCapT02_AEB_A_Desc","Длинный конёк крыши из соломы 26°","Конёк крыши из соломы 26° (1x2)"
"Building_RoofCornerDownT01_AAA_A_Name","Угловая крыша (листья)","Обратная угловая крыша 45°"
"Building_RoofCornerDownT01_AAA_A_Desc","Обратная угловая крыша из листьев 45°","Обратная угловая крыша 45°"
"Building_RoofCornerDownT01_ABA_A_Name","Обратная угловая крыша из листьев 64°","Обратная угловая крыша 64°"
"Building_RoofCornerDownT01_BAB_A_Name","Угловая крыша (листья)","Обратная угловая крыша 26°"
"Building_RoofCornerDownT01_BAB_A_Desc","Обратная угловая крыша из листьев 26°","Обратная угловая крыша 26°"
"Building_RoofCornerDownT02_AAA_A_Name","Обратная угловая крыша из соломы 45°",""
"Building_RoofCornerDownT02_ABA_A_Name","Обратная угловая крыша из из соломы 64°",""
"Building_RoofCornerDownT02_BAB_A_Name","Угловая крыша (солома)",""
"Building_RoofCornerDownT02_BAB_A_Desc","Обратная угловая крыша из из соломы 26°",""
"Building_RoofCornerUpT01_AAA_A_Name","Угловая крыша (листья)","Угловая крыша 45°"
"Building_RoofCornerUpT01_AAA_A_Desc","Угловая крыша из листьев 45°","Угловая крыша 45°"
"Building_RoofCornerUpT01_ABA_A_Name","Угловая крыша из листьев 64°","Угловая крыша 64°"
"Building_RoofCornerUpT01_BAB_A_Name","Угловая крыша (листья)","Угловая крыша 26°"
"Building_RoofCornerUpT01_BAB_A_Desc","Угловая крыша из листьев 26°","Угловая крыша 26°"
"Building_RoofCornerUpT02_BAB_A_Name","Угловая крыша (солома)",""
"Building_RoofCornerUpT02_BAB_A_Desc","Угловая крыша из соломы 26°",""
"Building_RoofCornerDownT03_BAB_A_Name","Угловая крыша (камыш)",""
"Building_RoofCornerDownT03_BAB_A_Desc","Обратная угловая крыша из камыша 26°",""
"Building_RoofT01_AEA_A_Name","Горизонтальная крыша из листьев",""
"Building_RoofT01_BEB_A_Name","Большая горизонтальная крыша из листьев",""
"Building_RoofT01_AAA_A_Name","Большая крыша (листья)","Крыша из листьев 45°"
"Building_RoofT01_AAA_A_RegularName","Крыша (листья)","Крыша из листьев 45°"
"Building_RoofT01_AAA_A_Descr","Крыша из листьев 45°","Скат крыши 45°"
"Building_RoofT01_AAA_B_Name","Крыша из соломы 45°",""
"Building_RoofT01_AAB_A_Name","Большая крыша (листья)","Крыша из листьев 26°, Скат крыши 26°"
"Building_RoofT01_AAB_A_Descr","Крыша из листьев 26°","Крыша из листьев 26°, Скат крыши 26°"
"Building_RoofT01_BAB_A_Name","Большая крыша из листьев 26°",""
"Building_RoofT01_ABA_A_Name","Крыша из листьев 64°","Скат крыши 64°"
"Building_RoofT02_AAB_A_Name","Крыша (солома)",""
"Building_RoofT02_AAB_A_Desc","Скат крыши из соломы 26°",""
"Building_RoofT02_AAA_A_Name","Скат крыши из просмоленных досок 45°",""
"Building_RoofT02_ABA_A_Name","Скат крыши из просмоленных досок 64°",""
"Building_RoofT02_BAA_A_Name","Большой скат крыши из просмоленных досок 45°",""
"Building_RoofT02_BAB_A_Name","Большая крыша (солома)",""
"Building_RoofT02_BAB_A_Desc","Большая крыша из соломы 26°",""
"Building_RoofT04_BAB_A_Name","Большая крыша (черепица)",""
"Building_RoofT04_BAB_A_Desc","Большая крыша из черепицы 26°",""
"Building_RoofT02_BBA_A_Name","Большой скат крыши из просмоленных досок 64°",""
"Building_RoofCapFrontonT02_FEB_A_Name","Фронтон (солома)","Высокий фронтон крыши из соломы 26° (1x2)"
"Building_RoofCapFrontonT02_FEB_A_Desc","Длинный фронтон крыши из соломы 26°","Высокий фронтон крыши из соломы 26° (1x2)"
"Building_RoofCapFrontonT02_FEA_A_Name","Фронтон крыши (солома)","Фронтон крыши из соломы 26° (1x1)"
"Building_RoofCapFrontonT02_FEA_A_Desc","Фронтон крыши из соломы 26°","Фронтон крыши из соломы 26° (1x1)"
"Building_RoofCapFrontonT04_FEA_Name","Фронтон крыши верхний из черепицы 26° (1x1)",""
"DA_BI_RoofFrontonLT02_FAB_A","Фронтон крыши левый из просмоленных досок 26°",""
"Building_RoofFrontonLT02_FAB_A_Name","Левый фронтон (солома)",""
"Building_RoofFrontonLT02_FAB_A_Desc","Замыкающий левый фронтон крыши из соломы 26°",""
"Building_RoofFrontonRT02_FAB_A_Name","Правый фронтон (солома)",""
"Building_RoofFrontonRT02_FAB_A_Desc","Замыкающий правый фронтон крыши из соломы 26°",""
"DA_BI_RoofFrontonLT02_FAA_A","Левый фронтон крыши из соломы 45°",""
"DA_BI_RoofFrontonRT02_FAA_A","Правый фронтон крыши из соломы 45°",""
"DA_BI_RoofFrontonLT02_FBA_A","Левый фронтон крыши из соломы 64°",""
"DA_BI_RoofFrontonRT02_FBA_A","Правый фронтон крыши из соломы 64°",""
"Building_RoofTriCornerDownT01_AAA_A_Name","Треугольная крыша (листья)","Обратная треугольная крыша 45°"
"Building_RoofTriCornerDownT01_AAA_A_desc","Обратная треугольная крыша из листьев 45°","Обратная треугольная крыша 45°"
"Building_RoofTriCornerDownT01_ABA_A_Name","Обратная треугольная крыша из листьев 64°","Обратная треугольная крыша 64°"
"Building_RoofTriCornerUpT01_AAA_A_Name","Треугольная крыша (листья)","Треугольная крыша 45°"
"Building_RoofTriCornerUpT01_AAA_A_Desc","Треугольная крыша из листьев 45°","Треугольная крыша 45°"
"Building_RoofTriCornerUpT01_ABA_A_Name","Треугольная крыша из листьев 64°","Треугольная крыша 64°"
"Building_RoofTriCornerUpT02_AAA_A_Name","Треугольная крыша (солома)",""
"Building_RoofTriCornerUpT02_AAA_A_Desc","Треугольная крыша из соломы 45°",""
"Building_RoofTriCornerDownT02_AAA_A_Name","Треугольная крыша (солома)",""
"Building_RoofTriCornerDownT02_AAA_A_Desc","Обратная треугольная крыша из соломы 45°",""
"Building_StairsT01_BAB_A_Name","Лестница деревянная","Лестница"
"Building_RuinsStairs_BAB_A_Name","NOT USEDRuins Stairs","[dev] Руинные ступеньки"
"Building_RuinsStairs_BAB_B_Name","NOT USEDRuins Stairs Corner Up","[dev] Внешний угол руинных ступенек"
"Building_RuinsStairs_BAB_C_Name","NOT USEDRuins Stairs Corner Down","[dev] Внутренний угол руинных ступенек"
"Building_StockadeT01_AAE_A_Name","Частокол (бревна)","Частокол"
"Building_Fortification_Description","Работает только в радиусе действия Bonfire",""
"Building_WallAngleDownT01_AAE_A_Name","Треугольная стена (прутья)","Обратная треугольная стена из прутьев 45°"
"Building_WallAngleDownT01_AAE_A_Description","Обратная треугольная стена из прутьев 45°","Обратная треугольная стена из прутьев 45°"
"Building_WallAngleDownT01_ABE_A_Name","Треугольная стена (прутья)","Обратная треугольная стена из прутьев 64°"
"Building_WallAngleDownT01_ABE_Description","Обратная треугольная стена из прутьев 64°","Обратная треугольная стена из прутьев 64°"
"Building_WallAngleDownT01_BAE_A_Name","Треугольная стена (прутья)","Обратная треугольная стена 26°"
"Building_WallAngleDownT01_BAE_A_Description","Обратная треугольная стена из прутьев 26°","Обратная треугольная стена 26°"
"Building_WallAngleUpT01_BAE_A_Name","Треугольная стена (прутья)","Треугольная стена из прутьев 26°"
"Building_WallAngleUpT01_BAE_A_Description","Треугольная стена из прутьев 26°","Треугольная стена из прутьев 26°"
"Building_WallAngleDownT01_BAE_F_Name","Треугольная стена (кора)","Обратная треугольная стена из коры 26°"
"Building_WallAngleDownT01_BAE_F_Description","Обратная треугольная стена из коры 26°",""
"Building_WallAngleDownT02_AAE_A_Name","Треугольная стена (доски)",""
"Building_WallAngleDownT02_AAE_A_Desc","Обратная треугольная стена из досок 45°",""
"Building_WallAngleDownT02_BAE_A_Name","Треугольная стена (доски)",""
"Building_WallAngleDownT02_BAE_A_Desc","Обратная треугольная стена из досок 26°",""
"Building_WallAngleUpT01_AAE_A_Name","Треугольная стена (прутья)","Треугольная стена из прутьев 45°°"
"Building_WallAngleUpT01_AAE_A_Description","Треугольная стена из прутьев 45°","Треугольная стена из прутьев 45°°"
"Building_WallAngleUpT01_AAE_F_Description","Треугольная стена из коры 45°",""
"Building_WallAngleUpT01_AAE_F_Name","Треугольная стена (кора)","Треугольная стена из коры 45°"
"Building_WallAngleDownT01_AAE_F_Description","Обратная треугольная стена из коры 45°",""
"Building_WallAngleUpT01_ABE_A_Name","Треугольная стена (прутья)","Треугольная стена из прутьев 64°"
"Building_WallAngleUpT01_ABE_A_Description","Треугольная стена из прутьев 64°","Треугольная стена из прутьев 64°"
"Building_WallAngleUpT01_ABE_F_Description","Треугольная стена из коры 64°","Треугольная стена из коры 64°"
"Building_WallAngleUpT01_ABE_F_Name","Треугольная стена (кора)","Треугольная стена из коры 64°"
"Building_WallAngleDownT01_ABE_F_Name","Треугольная стена (кора)","Обратная треугольная стена из коры 64°"
"Building_WallAngleDownT01_ABE_F_Description","Обратная треугольная стена из коры 64°",""
"Building_WallAngleUpT01_BAE_F_Name","Треугольная стена (кора)","Треугольная стена 26°"
"Building_WallAngleUpT01_BAE_F_Description","Треугольная стена из коры 26°","Треугольная стена 26°"
"Building_WallAngleUpT01_BAE_E_Name","Треугольная стена (прутья)","Треугольная стена из прутьев 26°"
"Building_WallAngleUpT01_BAE_E_Description","Треугольная стена из прутьев 26°","Треугольная стена из прутьев 26°"
"Building_WallAngleUpT02_AAE_A_Name","Треугольная стена (доски)",""
"Building_WallAngleUpT02_AAE_A_Desc","Треугольная стена из досок 45°",""
"Building_WallAngleUpT02_ABE_A_Name","Треугольная стена (доски)",""
"Building_WallAngleUpT02_ABE_A_Desc","Треугольная стена из досок 64°",""
"Building_WallAngleUpT02_BAE_A_Name","Треугольная стена (доски)",""
"Building_WallAngleUpT02_BAE_A_Desc","Треугольная стена из досок 26°",""
"Building_WallAngleUpT03_FBA_A_Name","Треугольная стена из камня 64°",""
"Building_WallAngleDownT03_ABA_A_Name","Угловая стена (камень)",""
"Building_WallAngleDownT03_ABA_A_Desc","Обратная угловая стена из камня 64°",""
"Building_WallAngleUpT03_ABA_A_Name","Угловая стена (камень)",""
"Building_WallAngleUpT03_ABA_A_Desc","Угловая стена из камня 64°",""
"Building_WallT01_AAE_A_Name","Стена (прутья)","Стена из прутьев"
"Building_WallT01_AAE_A_Description","Стена из прутьев","Стена из прутьев"
"Building_FenceT02_B_Name","Забор (бревна)",""
"Building_FenceT02_B_Desc","Длинный забор из бревен",""
"Building_FenceT02_A_Name","Канатное ограждение",""
"Building_WallT01_AAE_F_Name","Стена (кора)",""
"Building_WallT01_AAE_F_Description","Стена из коры",""
"Building_WallT00_AAE_A_Name","Стена из листьев","Слена из листьев"
"Building_WallT02_AAE_C_Name","Стена (камень)",""
"Building_WallT02_AAE_C_Desc","Стена из камня",""
"Building_WallT01_BBE_D_Name","Большая стена (листья)",""
"Building_WallT01_BBE_D_Description","Большая стена из листьев",""
"Building_WallT01_BBE_E_Name","Большая стена (прутья)",""
"Building_WallT01_BBE_E_Description","Большая стена из прутьев",""
"Building_WallT01_BBE_F_Name","Большая стена (кора)",""
"Building_WallT01_BBE_F_Description","Большая стена из коры",""
"Building_WallT03_BBF_A_Name","Большая стена из камня",""
"Building_WallT03_ABA_A_Name","Наклонная стена (камень)",""
"Building_WallT03_ABA_A_Desc","Наклонная стена из камня 64°",""
"Building_WallT00_BBE_A_Name","Большая стена из листьев",""
"Building_WallT02_DAE_A_Name","Длинная стена из бревен",""
"Building_RampT02_AAA_A_Name","Рампа (доски)","Бревенчатая рампа"
"Building_RampT03_AAA_A_Name","Рампа (доски)",""
"Building_FloorT02_AEA_A_Name","Пол (доски)","Бревенчатый пол"
"Building_FloorT02_AEA_A_Desc","Пол из досок","Бревенчатый пол"
"Building_FloorT02_BAB_A_Name","Большой пол (доски)",""
"Building_FloorT02_BAB_A_Desc","Большой пол из досок",""
"Building_FloorTriangleT02_AEA_A_Name","Треугольный пол (доски)",""
"Building_FloorTriangleT03_AEA_A_Name","Triangular Floor (Logs)",""
"Building_FloorTriangleT04_AEA_B_Name","Triangular Floor (Mahogany)",""
"Building_FloorTriangleT04_AEA_D_Name","Triangular Floor (Marble)",""
