Key,SourceString,Context
"Onboarding_Hint_11","Щиты показывают состояние баланса в бою. \r\nТеряя баланс из-за ударов врага, вы становитесь уязвимее.",""
"Onboarding_Hint_21","Одолейте пиратов",""
"Onboarding_Hint_22","Идите на верхнюю палубу",""
"Dialogue_Galen_FirstMeetPirateAttack_01_Galen","Капитан? Я думал, вы погибли после первого залпа.",""
"Dialogue_Galen_FirstMeetPirateAttack_02_Player","К черту подробности, док. Насколько все плохо?",""
"Dialogue_Galen_FirstMeetPirateAttack_03_Galen","Нас берут на абордаж. Пираты Черной Бороды повсюду. Половина команды мертва, но кто-то еще сопротивляется.",""
"Dialogue_Galen_FirstMeetPirateAttack_04_Galen","Бегите, помогите остальным! Возможно, вы сможете что-то изменить.",""
"Dialogue_Galen_FirstMeetPirateAttack_05_Galen","Идите же! Помогите остальным!",""
"Dialogue_SaveCrew_CagedSailor01_01_Sailor","Эй! Не убегай! Вытащи меня отсюда!",""
"Dialogue_SaveCrew_CagedSailor01_02_Player","Меня прислал Гален. Сейчас помогу. Погоди, замок заело. <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor01_03_Sailor","Рад, что док выжил. Ты только не бросай меня, дружище. А то тут какая-то чертовщина творится.",""
"Dialogue_SaveCrew_CagedSailor01_04v1_Player","Я людей в беде не бросаю.",""
"Dialogue_SaveCrew_CagedSailor01_04v2_Player","Ходячие мертвецы, живые утопленники – такая чертовщина?",""
"Dialogue_SaveCrew_CagedSailor01_04v3_Player","Тогда скажи спасибо, что сейчас выберешься из этой клетки.",""
"Dialogue_SaveCrew_CagedSailor01_05v1_Sailor","Спасибо, дружище. Если б не ты, меня б сегодня в расход пустили.",""
"Dialogue_SaveCrew_CagedSailor01_05v2_Sailor","Откуда знаешь?! Ты цыган, что ли?",""
"Dialogue_SaveCrew_CagedSailor01_05v3_Sailor","Спасибо в карман не положишь. Я тебе теперь жизнью обязан.",""
"Dialogue_SaveCrew_CagedSailor01_06_Sailor","После того как док сбежал, нас тут трое осталось, но двоих сожрали утопленники. Меня вот не успели.",""
"Dialogue_SaveCrew_CagedSailor01_07_Player","Знаешь, где пираты держат остальных пленных?",""
"Dialogue_SaveCrew_CagedSailor01_08_Sailor","В таких же лагерях, раскиданных по архипелагу.",""
"Dialogue_SaveCrew_CagedSailor01_09_Player","Отправляйся в мой лагерь неподалеку. Там безопасно. Вместе мы выберемся отсюда. <T_GRAY>[Освободить матроса]</>",""
"Dialogue_SaveCrew_CagedSailor01_10_Sailor","Я пока погляжу, нет ли рядом пиратов.",""
"Dialogue_SaveCrew_CagedSailors_Intro","Есть там кто? Эй! Выпустите!",""
"Dialogue_SaveCrew_CagedSailor02_01_Player","Ты в порядке? Недалеко отсюда лагерь. Там о тебе позаботятся. <T_GRAY>[Освободить матроса]</> <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor02_02_Sailor","Погоди, только с силами соберусь.",""
"Dialogue_SaveCrew_CagedSailor03_01_Player","Выбирайся оттуда, моряк. <T_GRAY>[Освободить матроса]</> <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor03_02_Sailor","Чтоб меня морской дьявол к себе прибрал! Я уж думал, конец мне. А тут подмога подоспела.",""
"Dialogue_SaveCrew_CagedSailor04_01_Player","Встать сможешь? Ты, кажется, слегка позеленел.",""
"Dialogue_SaveCrew_CagedSailor04_02_Sailor","Перегрелся, наверное.",""
"Dialogue_SaveCrew_CagedSailor04_03_Player","В лагере охладишься и отдохнешь. Ребята помогут. <T_GRAY>[Освободить матроса]</> <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor04_04_Sailor","Что-то меня мутит...",""
"Dialogue_SaveCrew_CagedSailor05_01_Player","Идем со мной, если хочешь жить. <T_GRAY>[Освободить матроса]</> <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor05_02_Sailor","А там точно пиратов больше нет? Тут как-то спокойнее... и решетки еще... крепкие такие.",""
"Dialogue_SaveCrew_CagedSailor06_01_Player","Выходи оттуда. Недалеко мой лагерь, там пираты тебя не тронут. <T_GRAY>[Освободить матроса]</> <img id=\""Quest\""/>.",""
"Dialogue_SaveCrew_CagedSailor06_02_Sailor","У меня со вчерашнего дня ни крошки во рту не было. У тебя в лагере же покормят?",""
"Dialogue_SaveCrew_CagedSailor06_03_Sailor","Как же я проголодался...",""
"Dialogue_SaveCrew_CagedSailor07_01_Player","В моем лагере безопасно. Как только спустим корабль на воду, то выберемся с архипелага. <img id=\""Quest\""/>",""
"Dialogue_SaveCrew_CagedSailor07_02_Sailor","Вот попадутся мне прихвостни Робертса! Я их рожами палубу почищу!",""
"Dialogue_SaveCrew_CagedSailor_NotAvailable","Эй! Ты же вытащишь меня отсюда? Только не сейчас! Слишком много пиратов вокруг. Не успеем отбежать от клетки, как нас пристрелят.",""
"Dialogue_SaveCrew_Player_Leave","Вам пора на корабль",""
"Dialogue_Galen_CommonIntro","С вами все в порядке? Обращайтесь ко мне, если почувствуете недомогание.",""
"Dialogue_Galen_CommonIntro2","Чем могу помочь?",""
"Dialogue_Galen_WhileFindingTraitor_Intro","Хотел бы я понять, что двигало Франсуа... Неужели годы дружбы ничего не значат?..",""
"Dialogue_Galen_Leave01_01_Player","Пока это все...",""
"Dialogue_Galen_Leave01_02_Galen","Как вам угодно.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_01_Galen","О хвала Господу, это вы! Не представляете, как я рад вас видеть, Капитан.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_02_Galen","Вы наняли меня всего за день до отплытия, поэтому представлюсь еще раз: Гален Скелтон, корабельный врач. Искренне счастлив, что вы спаслись.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_03v1_Player","Как вы здесь оказались?",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_03v2_Player","Чертовски неожиданная встреча.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_03v3_Player","Не знаю, как вы меня нашли, но лучше не делайте резких движений, доктор.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_04v2_Galen","Для меня тоже, Капитан. Не ожидал, что выжил кто-то еще.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_04v3_Galen","Я не представляю для вас угрозы, Капитан, и желаю оказаться как можно дальше от этого места.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_05_Galen","Пираты забрали меня в свой лагерь после абордажа, чтобы зашивать рваные раны и лечить похмелье... К счастью, мне удалось реквизировать лодку и бежать.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_06_Galen","Повезло, что в результате я наткнулся на вас. Вместе у нас намного больше шансов выжить. Прошу, позвольте остаться в вашем лагере.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_07_Player","Хорошо. Можете располагаться. Но у меня есть несколько вопросов.",""
"Dialogue_Galen_FirstMeetAtCamp_Intro_08_Galen","С радостью поведаю все, что смогу.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutEscape_01_Player","Как вам удалось бежать?",""
"Dialogue_Galen_FirstMeetAtCamp_AboutEscape_02_Galen","На пиратский лагерь напали... утопленники. Сначала я решил, что брежу. Но еще ни одна галлюцинация не сворачивала шеи с таким успехом.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutEscape_03_Galen","Завязалась драка. Пока джентльмены были заняты, я одолжил лодку и отправился прочь, надеясь на удачу.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutOurLocation_01_Player","Знаете, где мы находимся, доктор?",""
"Dialogue_Galen_FirstMeetAtCamp_AboutOurLocation_02_Galen","Недалеко от Тортуги. На одном из безымянных островов, которые используют только беглецы и контрабандисты. Не уверен, что этот клочок земли отмечен на картах.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutOurLocation_03_Galen","Я приплыл сюда на лодке, но она не поможет добраться до Тортуги. Здешние воды кишат пиратами – они быстро пустят нас ко дну.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyMarks_01_Player","Вам что-нибудь известно про отметины на моем теле, доктор?",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyMarks_02_Galen","Как часто вы посещаете бордели? Был у меня один знакомый... чего он там только не подцепил. Даже жену однажды.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyMarks_03_Galen","Полагаю, они проявились после нападения пиратов? Скажите мне, если почувствуете себя плохо. Даже если просто закружится голова.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyMarks_04_Galen","Не хотелось бы остаться на острове в полном одиночестве.",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyShip_01_Player","Вы видели, что произошло с моим кораблем?",""
"Dialogue_Galen_FirstMeetAtCamp_AboutMyShip_02_Galen","После того, как вас выкинули за борт, его сожгли. Сочувствую, Капитан.",""
"Dialogue_Galen_FirstMeetAtCamp_MainQuest_01_Player","Есть идеи, как отсюда выбраться? <img id=\""Quest\""/>",""
"Dialogue_Galen_FirstMeetAtCamp_MainQuest_02_Galen","Неподалеку я видел севшие на мель корабли. Некоторые из них показались относительно целыми.",""
"Dialogue_Galen_FirstMeetAtCamp_MainQuest_03_Galen","Однако вдвоем справиться с ремонтом будет сложно. Чудеса, конечно, случаются, но без чашки кофе я на них не способен.",""
"Dialogue_Galen_FirstMeetAtCamp_MainQuest_04_Galen","Кроме меня, пираты захватили много пленников. Надо вызволить ребят. Уверен, они помогут восстановить корабль и добраться до цивилизации.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_01_Player","Корабль на плаву, и команда готова к отплытию. Можем убираться отсюда. <img id=\""Quest\""/>",""
"Dialogue_Galen_AfterShipRepair_MainQuest_02_Galen","Боюсь, что это невозможно, Капитан.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_03v1_Player","О чем это вы?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_03v2_Player","И почему же мы не можем убраться подальше от места, которое кишит пиратами и мертвецами?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_03v3_Player","Могу оставить вас здесь, если так привязались к местным пальмам, доктор.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_04_Galen","Признаюсь, я не был с вами до конца честен, Капитан. Вы помните странный артефакт, который пираты нашли на вашем корабле?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_05_Galen","Я нанялся на ваш корабль только для того, чтобы доставить эту реликвию на материк по просьбе губернатора.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_06v1_Player","Вы должны были меня предупредить!",""
"Dialogue_Galen_AfterShipRepair_MainQuest_06v2_Player","Вы точно доктор? Хотелось бы знать, с кем путешествую.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_06v3_Player","А когда посылка достигла бы адресата, от меня и моей команды тихо избавились бы?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_07v1_Galen","Понимаю ваше негодование, но прошу, не злитесь. У меня не было выбора. Поверьте, я предпочитаю лечить болезни, а не плести интриги. Не представляете, как хочется вернуться в свой кабинет.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_07v2_Galen","Я действительно врач и веду практику на Тортуге. Надеюсь, вскоре смогу вернуться туда.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_07v3_Galen","Мы же не пираты, в конце концов. Вам бы заплатили существенную сумму, а я бы вернулся к своей практике на Тортуге.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_08_Galen","Если, конечно, все еще есть куда возвращаться... Но артефакт мы должны вернуть во что бы то ни стало.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_09v1_Player","При всем уважении, артефакт не моя забота.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_09v2_Player","Мне-то какое до этого дело?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_09v3_Player","Нападать на укрепленные лагеря пиратов Черной Бороды – чистое самоубийство. Их много. Нас мало. Конец истории.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_10_Galen","Вы были мертвы, Капитан. Получили пулю в сердце. Там, на палубе, Томас Ричардс убил вас. Поверьте врачу, с такими ранами не живут.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_11_Galen","Однако вы здесь. Ходите, разговариваете, дышите. И я готов поспорить на свой скальпель, что это связано с артефактом, который забрал мистер Ричардс.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_12v1_Player","Откуда такая уверенность?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_12v2_Player","Кажется, вам самому требуется врач.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_12v3_Player","Это какая-то чушь!",""
"Dialogue_Galen_AfterShipRepair_MainQuest_13v1_Galen","У губернатора везде были соглядатаи. Особенно среди прихвостней Эдварда Тича.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_13v2_Galen","В помощи коллег не нуждаюсь, но от успокаивающего настоя не отказался бы. Или двух.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_13v3_Galen","Поверьте, я тоже предпочитаю верить в разум и науку. Но как вижу ходячих мертвецов, рука сама тянется к Библии. И к бутылке рома.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_14_Galen","Ходят слухи, что у Черной Бороды похожий артефакт, и с его помощью он превращает людей в послушных живых мертвецов.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_15_Galen","Я полагаю, что отметины на вашем теле не болезнь, а запущенный процесс превращения. Неизвестно, сколько вам осталось.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_16_Galen","Если что-то и может вас спасти, то это артефакт и его загадочные силы.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_17_Player","Допустим, я вам верю. Но как мы его достанем?",""
"Dialogue_Galen_AfterShipRepair_MainQuest_18_Galen","Я порасспрашивал спасенных матросов. Они сказали, что Томас Ричардс – пират, который напал на наш корабль, засел недалеко отсюда.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_19_Galen","В одной из пещер он устроил укрепленный лагерь. Но вход туда только один, а ворота почти всегда заперты.",""
"Dialogue_Galen_AfterShipRepair_MainQuest_20_Galen","Вы сможете проникнуть внутрь, если заберете Черные метки у помощников Ричардса, которые охраняют два крупных лагеря в джунглях.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_01_Player","Вы чем-то обеспокоены, доктор? <img id=\""Quest\""/>",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_02_Galen","Перед самым отплытием мне сообщили, что губернатор Тортуги – Жан-Поль д'Ожерон – убит.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_03_Galen","Потом ваш корабль взял на абордаж Томас Ричардс. Нападение было тщательно спланировано. Он точно знал маршрут, время и даже то, у кого хранился артефакт.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_04_Galen","Это значит, что кто-то предал губернатора, и я бы очень хотел добраться до этого мерзавца.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_05v1_Player","Есть предположения, кто это?",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_05v2_Player","Предателем может быть человек из его близкого окружения?",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_06v1_Galen","Только беспочвенные подозрения.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_06v2_Galen","Я все больше и больше склоняюсь к этой мысли.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_07_Galen","Губернатор д'Ожерон окружал себе теми, кому безоговорочно доверял. Не могу поверить, что один из этих людей всадил ему кинжал в спину.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_08v1_Player","Сочувствую вашей потере.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_08v2_Player","Как умер губернатор?",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_08v3_Player","На Тортуге нельзя никому доверять.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_09v1_Galen","Благодарю, Капитан. Когда доберемся до трактира, поднимем кружку в его честь.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_09v3_Galen","Раньше я бы с вами не согласился, но теперь...",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_10_Galen","На Жан-Поля напали, когда он возвращался после встречи с деловым партнером. Как и в случае с артефактом, пираты точно знали, где и когда он будет находиться.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_11_Player","К нему могли подослать шпиона?",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_12_Galen","О моей миссии знало всего несколько человек. Близкие друзья. Никто не пошел бы на сговор с Черной Бородой.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_13_Galen","Нас объединяла вера в независимую Тортугу: маленький уголок свободы посреди всеобщей тирании. Я не хочу никого обвинять без доказательств.",""
"Dialogue_Galen_AfterShipRepair_SideQuestRevenge_14_Galen","Мне нужна зацепка, которая укажет на личность предателя или хотя бы позволит понять, как он передавал сведения пиратам. Возможно, у мистера Ричардса что-то найдется.",""
"Dialogue_Galen_BeforeChasingArtifact_MainQuest_01_Player","Ричардс перестал быть проблемой. Однако у нас возникла другая. Артефакт у него отнял Израэль Хендс.  <img id=\""Quest\""/>",""
"Dialogue_Galen_BeforeChasingArtifact_MainQuest_02_Galen","Скверно. Хендс - дивной мерзости характера джентльмен и ближайший соратник Черной Бороды. Эти двое доставили много проблем Тортуге, но раньше Братство держало их в узде.",""
"Dialogue_Galen_BeforeChasingArtifact_MainQuest_03_Galen","Еще в плену слышал, что мистер Хендс послал своих головорезов искать руины в Предгорьях.",""
"Dialogue_Galen_BeforeChasingArtifact_MainQuest_04_Galen","Я поговорил с нашими ребятами. Кое-кто видел карту с отмеченными лагерями пиратов. С них можно начать.",""
"Dialogue_JohnDoe_CantTalkRightNow_01_JohnDoe","Если у тебя нет ничего срочного, я бы предпочел остаться один.",""
"Dialogue_JohnDoe_RescueFromHands_Intro","Должен выбраться отсюда...",""
"Dialogue_JohnDoe_RescueFromHands_Unsconscious","Бедолага без сознания. Даже на пощечину не реагирует.",""
"Dialogue_JohnDoe_RescueFromHands_AfterTalk","Наконец все закончилось...",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_01_Player","Эй! Ты живой? Кто ты?",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_02_John","Не уверен. Но кажется, пока не сдох. Меня зовут... Джон Доу. Я путешественник и картограф. Занимаюсь изучением древностей и составляю карты.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_03v1_Player","А к пиратам ты как попал?",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_03v2_Player","Путешественник? Далеко же ты забрался.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_04v1_John","Оказался не в том месте не в то время.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_04v2_John","Не дальше тебя.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_05_John","Я искал следы старинных реликвий на Карибах, но попался Черной Бороде после разгрома Британского флота. Пираты долго выпытывали все, что мне известно об артефактах.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_06_John","А затем перевернули вверх дном половину архипелага, чтобы найти тот, что сейчас у Тича. Я был вынужден им помогать.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_07_John","Когда Черная Борода получил все, что хотел, то решил от меня избавиться.",""
"Dialogue_JohnDoe_RescueFromHands_CaptivityStory_08_John","Так я оказался в плену этого недоумка, Хендса.",""
"Dialogue_JohnDoe_RescueFromHands_InquiryStart_01_Player","Может, хоть ты объяснишь, какого черта тут случилось? <img id=\""Quest\""/>",""
"Dialogue_JohnDoe_RescueFromHands_InquiryStart_02_John","Я бы предпочел разговаривать, когда мои руки не прикованы к стене.",""
"Dialogue_JohnDoe_RescueFromHands_InquiryTalkAtCamp_01_Player","Я освобожу тебя. Но ответь сначала на пару вопросов.",""
"Dialogue_JohnDoe_RescueFromHands_InquiryTalkAtCamp_02_John","У чертовых пиратов тоже были ко мне вопросы, а потом они достали чертовы кандалы.",""
"Dialogue_JohnDoe_RescueFromHands_InquiryTalkAtCamp_03_John","Я едва не сдох, и от этого подвала меня уже тошнит. Либо пристрели меня, либо вытащи отсюда. Все милосерднее, чем висеть здесь.",""
"Dialogue_JohnDoe_RescueFromHands_InquiryTalkAtCamp_04_Player","Хорошо. Поговорим в моем лагере.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_01v1_Player","А мне бы хотелось сейчас оказаться в кабаке с бутылкой рома и в хорошей компании. Жизнь несправедлива.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_01v2_Player","Я тебя не знаю. Так что пускай твои руки пока побудут на виду.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_02v1_John","Меня едва не принес в жертву спятивший пират. Не рассказывай мне о несправедливости жизни.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_02v2_John","У тебя совесть есть? Я жертва чертовых пиратов – путешественник, оказавшийся не в том месте не в то время.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_03_Player","Для жертвы пиратов ты очень бодро болтаешь.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_04_John","Я пострадал не так сильно, как другие пленники.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_05v1_Player","Еще раз: что тут случилось?",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_05v2_Player","Смотрю, тебе нравится тут висеть, раз ты все еще не ответил, что произошло.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_06_John","Хендс каким-то образом нашел артефакт, такой же как у Тича. Псих перебил кучу народу, призвал духов из мира мертвых, но те восстали и в гневе обрушились на него.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_07_John","На их месте я бы тоже не обрадовался.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_08_John","Кстати, судя по следам на теле, ты тоже скоро узнаешь, какого это – быть злобной нежитью.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_09_John","Уже чувствуешь, как отмирает собственная плоть? Как будто муравьи копошатся под кожей.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_10_Player","О чем ты говоришь? Ты что-то знаешь про артефакт и следы на моем теле?",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_11_John","Я много чего знаю. У тебя в руках самый настоящий Обол Харона – священная реликвия, которая вмещает в себе силу древнего бога мертвых.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_12_John","Легенды гласят, что всего одним щелчком костлявых пальцев Харон мог обратить смертных в послушную нежить.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_13_John","Артефакт может даровать частичку этой мощи... Или просто устроить стихийное бедствие в руках какого-нибудь идиота вроде Хендса.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_14_John","Наши с тобой узоры – это проклятье и чудо одновременно. Мы одной ногой в могиле, но все еще ходим среди живых.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_15v1_Player","Как избавится от этого проклятья?",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_15v2_Player","И что теперь делать?",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_16_John","Собрать все Оболы вместе, совершить Ритуал Очищения и сделать это как можно быстрее. ",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_17_John","Неизвестно, сколько у нас с тобой осталось времени до превращения. Неделя, день, час? Каждое мгновение может стать последним.",""
"Dialogue_JohnDoe_RescueFromHands_MainQuest_InquiryTalkRightHere_18_John","Если остались вопросы, предлагаю обсудить их в другом месте. От этого подвала меня уже тошнит.",""
"Dialogue_JohnDoe_RescueFromHands_BackAtCamp_01_John","У тебя тут уютненько.",""
"Dialogue_JohnDoe_RescueFromHands_BackAtCamp_02_Player","Что все-таки произошло в храме? <img id=\""Quest\""/>",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_01_Player","Мне удалось забрать артефакт. <img id=\""Quest\""/>",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_02_Galen","Чудесно! Мы наконец сможем выполнить волю господина д'Ожерона и доставить его на материк! Там же мы разберемся с вашим недугом.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_03_Player","...",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_04_Galen","Я вижу сомнение в ваших глазах, капитан.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_05v1_Player","У меня нет времени добираться до материка.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_05v2_Player","Вы гарантируете, что я не превращусь в нежить по дороге?",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_06v1_Galen","До сего момента вы были в порядке!",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_06v2_Galen","Врачи не дают гарантий, Капитан. Я не Господь Бог.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_07_Galen","Все это время я следил за вашим состоянием. Пока оно стабильно.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_08_Player","Пока что. Но удача может отказать мне в любой момент.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_09_Galen","Это правда. Но артефакт могущественен, а мы не знаем, как с ним обращаться. Губернатор хотел передать его сведующему человеку.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_10v1_Player","Этот человек находится на другом конце мира, и я его не знаю. Даже вы говорили, что не знакомы с ним, доктор.",""
"Dialogue_Galen_AfterChasingArtifact_MainQuest_10v2_Player","У нас теперь есть свой специалист по магии. Джон много знает про артефакты.",""
